,Date,Execution Group,Volume $m,PnL $k ($/M),PnL ($/M),week_end_str,week_end,realized_vol,vol_bucket,vol_pct,regime_penalty,neg_week,neg_streak,pct_change,large_drop,drawdown,drawdown_penalty,score_neg_week,score_streak,score_large_drop,score_drawdown,score_regime,risk_score,rolling_4w_pnl,median_pnl,structural_break,risk_flag
108,2025-11-09,Signal Follow,219.5,26.4,120,,2025-11-09,0.11974632839262213,Med-High,0.5854166666666667,0.0,0,0.0,-0.1724137931034483,0,-0.4957983193277311,0.4957983193277311,0,0.0,0,49.57983193277311,0.0,12.394957983193278,161.25,54.5,False,Normal
116,2025-11-16,Signal Follow,231.0,12.8,55,,2025-11-16,0.1803096301382568,High,0.8854166666666666,0.0,0,0.0,-0.5416666666666667,1,-0.7689075630252101,0.7689075630252101,0,0.0,100,76.89075630252101,0.0,34.22268907563026,115.5,54.5,False,Monitor
122,2025-11-23,Signal Follow,262.0,32.2,123,,2025-11-23,0.16453235188057275,High,0.8520833333333333,0.0,0,0.0,1.2363636363636363,0,-0.4831932773109244,0.4831932773109244,0,0.0,0,48.319327731092436,0.0,12.079831932773109,110.75,54.5,False,Normal
130,2025-11-30,Signal Follow,150.0,1.0,6,,2025-11-30,0.07060263901133174,Med-Low,0.28541666666666665,0.0,0,0.0,-0.9512195121951219,1,-0.9747899159663865,0.9747899159663865,0,0.0,100,97.47899159663865,0.0,39.36974789915966,76.0,54.5,False,Monitor
138,2025-12-07,Signal Follow,229.0,11.9,52,,2025-12-07,0.05395725477550715,Low,0.18541666666666667,0.0,0,0.0,7.666666666666666,0,-0.7815126050420168,0.7815126050420168,0,0.0,0,78.15126050420169,0.0,19.537815126050422,59.0,54.5,False,Normal
146,2025-12-14,Signal Follow,200.0,-5.7,-28,,2025-12-14,0.10312133231479426,Med-High,0.51875,0.0,1,1.0,-1.5384615384615383,1,-1.193103448275862,1.0,100,33.33333333333333,100,100.0,0.0,63.33333333333333,38.25,54.5,True,Implement Changes
154,2025-12-21,Signal Follow,190.0,-15.0,-79,,2025-12-21,0.13353524112466286,High,0.7854166666666667,0.0,1,2.0,1.8214285714285716,0,-1.5448275862068965,1.0,100,66.66666666666666,0,100.0,0.0,56.666666666666664,-12.25,54.5,True,Monitor
162,2025-12-28,Signal Follow,98.0,-6.7,-69,,2025-12-28,0.04515618822067395,Low,0.052083333333333336,0.0,1,3.0,-0.12658227848101267,0,-1.5609756097560976,1.0,100,100.0,0,100.0,0.0,65.0,-31.0,54.5,True,Implement Changes
170,2026-01-04,Signal Follow,177.0,16.6,94,,2026-01-04,0.06157134959244902,Low,0.2520833333333333,0.0,0,0.0,-2.36231884057971,1,-0.23577235772357724,0.23577235772357724,0,0.0,100,23.577235772357724,0.0,20.89430894308943,-20.5,54.5,True,Normal
178,2026-01-11,Signal Follow,265.0,17.4,66,,2026-01-11,0.0725203710624446,Med-Low,0.35208333333333336,0.0,0,0.0,-0.2978723404255319,0,-0.4634146341463415,0.4634146341463415,0,0.0,0,46.34146341463415,0.0,11.585365853658537,3.0,54.5,True,Normal
186,2026-01-18,Signal Follow,256.0,-9.0,-35,,2026-01-18,0.0495294057848957,Low,0.08541666666666667,0.0,1,1.0,-1.5303030303030303,1,-1.372340425531915,1.0,100,33.33333333333333,100,100.0,0.0,63.33333333333333,14.0,54.5,True,Implement Changes
196,2026-01-25,Signal Follow,313.0,0.0,0,,2026-01-25,0.22212190880040766,High,0.9854166666666667,0.0,0,0.0,-1.0,1,-1.0,1.0,0,0.0,100,100.0,0.0,40.0,31.25,54.5,True,Monitor
204,2026-02-01,Signal Follow,343.0,2.8,8,,2026-02-01,0.06126546435243693,Low,0.21875,0.0,0,0.0,inf,0,-0.9148936170212766,0.9148936170212766,0,0.0,0,91.48936170212765,0.0,22.872340425531913,9.75,54.5,True,Normal
212,2026-02-08,Signal Follow,404.0,95.0,235,,2026-02-08,0.20442884456306462,High,0.91875,0.0,0,0.0,28.375,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,52.0,54.5,True,Normal
220,2026-02-15,Signal Follow,343.0,32.2,94,,2026-02-15,0.12302020049365062,Med-High,0.6520833333333333,0.0,0,0.0,-0.6,1,-0.6,0.6,0,0.0,100,60.0,0.0,30.0,84.25,54.5,False,Monitor
228,2026-02-22,Signal Follow,343.0,-32.3,-94,,2026-02-22,0.07067643705287521,Med-Low,0.31875,0.0,1,1.0,-2.0,1,-1.4,1.0,100,33.33333333333333,100,100.0,0.0,63.33333333333333,60.75,54.5,False,Monitor
236,2026-03-01,Signal Follow,257.0,-67.1,-261,,2026-03-01,0.13198920424946017,Med-High,0.7520833333333333,0.0,1,2.0,1.7765957446808511,0,-2.1106382978723404,1.0,100,66.66666666666666,0,100.0,0.0,56.666666666666664,-6.5,54.5,True,Monitor
5,2025-08-10,Ultra SB Users Funded,774.9,95.7,123,,2025-08-10,0.12257981537870892,Med-High,0.61875,0.0,0,0.0,,0,,,0,0.0,0,,0.0,,,97.5,False,Monitor
13,2025-08-17,Ultra SB Users Funded,775.7,104.5,135,,2025-08-17,0.09254451136717295,Med-Low,0.45208333333333334,0.0,0,0.0,0.09756097560975618,0,,,0,0.0,0,,0.0,,,97.5,False,Monitor
21,2025-08-24,Ultra SB Users Funded,683.7,122.5,179,,2025-08-24,0.13407696413924775,High,0.81875,0.0,0,0.0,0.32592592592592595,0,,,0,0.0,0,,0.0,,,97.5,False,Monitor
29,2025-08-31,Ultra SB Users Funded,717.2,64.8,90,,2025-08-31,0.0760143646578358,Med-Low,0.3854166666666667,0.0,0,0.0,-0.4972067039106145,0,-0.4972067039106145,0.4972067039106145,0,0.0,0,49.72067039106145,0.0,12.430167597765362,131.75,97.5,False,Normal
37,2025-09-07,Ultra SB Users Funded,656.5,62.1,95,,2025-09-07,0.11254485179518908,Med-High,0.5520833333333334,0.0,0,0.0,0.05555555555555558,0,-0.4692737430167598,0.4692737430167598,0,0.0,0,46.927374301675975,0.0,11.731843575418994,124.75,97.5,False,Normal
45,2025-09-14,Ultra SB Users Funded,730.7,70.6,97,,2025-09-14,0.052047756014870473,Low,0.15208333333333332,0.0,0,0.0,0.021052631578947434,0,-0.4581005586592179,0.4581005586592179,0,0.0,0,45.81005586592179,0.0,11.452513966480447,115.25,97.5,False,Normal
53,2025-09-21,Ultra SB Users Funded,720.2,75.5,105,,2025-09-21,0.051538102904751144,Low,0.11875,0.0,0,0.0,0.08247422680412364,0,-0.4134078212290503,0.4134078212290503,0,0.0,0,41.340782122905026,0.0,10.335195530726256,96.75,97.5,True,Normal
61,2025-09-28,Ultra SB Users Funded,819.4,45.5,56,,2025-09-28,0.08544714786911968,Med-Low,0.41875,0.0,0,0.0,-0.4666666666666667,0,-0.6871508379888268,0.6871508379888268,0,0.0,0,68.71508379888269,0.0,17.178770949720672,88.25,97.5,True,Normal
69,2025-10-05,Ultra SB Users Funded,852.8,64.3,75,,2025-10-05,0.027786338240168466,Low,0.01875,0.0,0,0.0,0.3392857142857142,0,-0.5810055865921788,0.5810055865921788,0,0.0,0,58.10055865921788,0.0,14.52513966480447,83.25,97.5,True,Normal
77,2025-10-12,Ultra SB Users Funded,777.2,14.3,18,,2025-10-12,0.2080789483686624,High,0.9520833333333333,0.0,0,0.0,-0.76,1,-0.8994413407821229,0.8994413407821229,0,0.0,100,89.94413407821229,0.0,37.486033519553075,63.5,97.5,True,Monitor
85,2025-10-19,Ultra SB Users Funded,790.8,44.9,57,,2025-10-19,0.13074188660283684,Med-High,0.71875,0.0,0,0.0,2.1666666666666665,0,-0.45714285714285713,0.45714285714285713,0,0.0,0,45.714285714285715,0.0,11.428571428571429,51.5,97.5,True,Normal
93,2025-10-26,Ultra SB Users Funded,1018.2,117.1,115,,2025-10-26,0.10221926144940825,Med-Low,0.48541666666666666,0.0,0,0.0,1.0175438596491229,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,66.25,97.5,True,Normal
101,2025-11-02,Ultra SB Users Funded,1059.2,125.1,118,,2025-11-02,0.12568346092075222,Med-High,0.6854166666666667,0.0,0,0.0,0.026086956521739202,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,77.0,97.5,True,Normal
109,2025-11-09,Ultra SB Users Funded,1072.5,88.8,83,,2025-11-09,0.11974632839262213,Med-High,0.5854166666666667,0.0,0,0.0,-0.2966101694915254,0,-0.2966101694915254,0.2966101694915254,0,0.0,0,29.66101694915254,0.0,7.415254237288135,93.25,97.5,True,Normal
117,2025-11-16,Ultra SB Users Funded,1237.5,56.8,46,,2025-11-16,0.1803096301382568,High,0.8854166666666666,0.0,0,0.0,-0.4457831325301205,0,-0.6101694915254238,0.6101694915254238,0,0.0,0,61.016949152542374,0.0,15.254237288135593,90.5,97.5,True,Normal
126,2025-11-23,Ultra SB Users Funded,1140.0,135.9,120,,2025-11-23,0.16453235188057275,High,0.8520833333333333,0.0,0,0.0,1.608695652173913,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,91.75,97.5,True,Normal
134,2025-11-30,Ultra SB Users Funded,1260.0,98.1,78,,2025-11-30,0.07060263901133174,Med-Low,0.28541666666666665,0.0,0,0.0,-0.35,0,-0.35,0.35,0,0.0,0,35.0,0.0,8.75,81.75,97.5,True,Normal
142,2025-12-07,Ultra SB Users Funded,1270.0,159.8,126,,2025-12-07,0.05395725477550715,Low,0.18541666666666667,0.0,0,0.0,0.6153846153846154,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,92.5,97.5,True,Normal
150,2025-12-14,Ultra SB Users Funded,1200.0,125.9,105,,2025-12-14,0.10312133231479426,Med-High,0.51875,0.0,0,0.0,-0.16666666666666663,0,-0.16666666666666666,0.16666666666666666,0,0.0,0,16.666666666666664,0.0,4.166666666666666,107.25,97.5,False,Normal
158,2025-12-21,Ultra SB Users Funded,1230.0,120.4,98,,2025-12-21,0.13353524112466286,High,0.7854166666666667,0.0,0,0.0,-0.06666666666666665,0,-0.2222222222222222,0.2222222222222222,0,0.0,0,22.22222222222222,0.0,5.555555555555555,101.75,97.5,False,Normal
166,2025-12-28,Ultra SB Users Funded,787.0,43.5,55,,2025-12-28,0.04515618822067395,Low,0.052083333333333336,0.0,0,0.0,-0.4387755102040817,0,-0.5634920634920635,0.5634920634920635,0,0.0,0,56.34920634920635,0.0,14.087301587301587,96.0,97.5,True,Normal
174,2026-01-04,Ultra SB Users Funded,996.0,113.5,114,,2026-01-04,0.06157134959244902,Low,0.2520833333333333,0.0,0,0.0,1.0727272727272728,0,-0.09523809523809523,0.09523809523809523,0,0.0,0,9.523809523809524,0.0,2.380952380952381,93.0,97.5,True,Normal
182,2026-01-11,Ultra SB Users Funded,1310.0,56.8,43,,2026-01-11,0.0725203710624446,Med-Low,0.35208333333333336,0.0,0,0.0,-0.6228070175438596,1,-0.6587301587301587,0.6587301587301587,0,0.0,100,65.87301587301587,0.0,31.46825396825397,77.5,97.5,True,Monitor
190,2026-01-18,Ultra SB Users Funded,1390.0,127.7,92,,2026-01-18,0.0495294057848957,Low,0.08541666666666667,0.0,0,0.0,1.13953488372093,0,-0.2698412698412698,0.2698412698412698,0,0.0,0,26.984126984126984,0.0,6.746031746031746,76.0,97.5,True,Normal
197,2026-01-25,Ultra SB Users Funded,1394.0,93.0,67,,2026-01-25,0.22212190880040766,High,0.9854166666666667,0.0,0,0.0,-0.2717391304347826,0,-0.46825396825396826,0.46825396825396826,0,0.0,0,46.82539682539682,0.0,11.706349206349206,79.0,97.5,True,Normal
205,2026-02-01,Ultra SB Users Funded,1169.0,171.4,147,,2026-02-01,0.06126546435243693,Low,0.21875,0.0,0,0.0,1.1940298507462686,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,87.25,97.5,True,Normal
213,2026-02-08,Ultra SB Users Funded,1015.0,144.6,142,,2026-02-08,0.20442884456306462,High,0.91875,0.0,0,0.0,-0.03401360544217691,0,-0.034013605442176874,0.034013605442176874,0,0.0,0,3.4013605442176873,0.0,0.8503401360544218,112.0,97.5,False,Normal
221,2026-02-15,Ultra SB Users Funded,1217.0,202.8,167,,2026-02-15,0.12302020049365062,Med-High,0.6520833333333333,0.0,0,0.0,0.176056338028169,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,130.75,97.5,False,Normal
229,2026-02-22,Ultra SB Users Funded,1119.0,163.3,146,,2026-02-22,0.07067643705287521,Med-Low,0.31875,0.0,0,0.0,-0.12574850299401197,0,-0.12574850299401197,0.12574850299401197,0,0.0,0,12.574850299401197,0.0,3.143712574850299,150.5,97.5,False,Normal
237,2026-03-01,Ultra SB Users Funded,818.0,72.6,89,,2026-03-01,0.13198920424946017,Med-High,0.7520833333333333,0.0,0,0.0,-0.3904109589041096,0,-0.46706586826347307,0.46706586826347307,0,0.0,0,46.706586826347305,0.0,11.676646706586826,136.0,97.5,False,Normal
6,2025-08-10,Ultra SB Users Qual 1,553.2,64.6,117,,2025-08-10,0.12257981537870892,Med-High,0.61875,0.0,0,0.0,,0,,,0,0.0,0,,0.0,,,142.0,False,Monitor
14,2025-08-17,Ultra SB Users Qual 1,412.6,64.5,156,,2025-08-17,0.09254451136717295,Med-Low,0.45208333333333334,0.0,0,0.0,0.33333333333333326,0,,,0,0.0,0,,0.0,,,142.0,False,Monitor
22,2025-08-24,Ultra SB Users Qual 1,443.0,-23.3,-53,,2025-08-24,0.13407696413924775,High,0.81875,0.9453124999999994,1,1.0,-1.3397435897435899,1,,,100,33.33333333333333,100,,0.9453124999999994,,,142.0,False,Monitor
30,2025-08-31,Ultra SB Users Qual 1,421.2,49.0,116,,2025-08-31,0.0760143646578358,Med-Low,0.3854166666666667,0.0,0,0.0,-3.188679245283019,1,-0.2564102564102564,0.2564102564102564,0,0.0,100,25.64102564102564,0.0,21.41025641025641,84.0,142.0,True,Normal
38,2025-09-07,Ultra SB Users Qual 1,472.8,36.2,77,,2025-09-07,0.11254485179518908,Med-High,0.5520833333333334,0.0,0,0.0,-0.3362068965517241,0,-0.5064102564102564,0.5064102564102564,0,0.0,0,50.641025641025635,0.0,12.660256410256409,74.0,142.0,True,Normal
46,2025-09-14,Ultra SB Users Qual 1,366.5,86.8,237,,2025-09-14,0.052047756014870473,Low,0.15208333333333332,0.0,0,0.0,2.0779220779220777,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,94.25,142.0,True,Normal
54,2025-09-21,Ultra SB Users Qual 1,843.7,200.7,238,,2025-09-21,0.051538102904751144,Low,0.11875,0.0,0,0.0,0.00421940928270037,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,167.0,142.0,False,Normal
62,2025-09-28,Ultra SB Users Qual 1,342.9,58.7,171,,2025-09-28,0.08544714786911968,Med-Low,0.41875,0.0,0,0.0,-0.2815126050420168,0,-0.2815126050420168,0.2815126050420168,0,0.0,0,28.15126050420168,0.0,7.03781512605042,180.75,142.0,False,Normal
70,2025-10-05,Ultra SB Users Qual 1,352.8,64.4,183,,2025-10-05,0.027786338240168466,Low,0.01875,0.0,0,0.0,0.07017543859649122,0,-0.23109243697478993,0.23109243697478993,0,0.0,0,23.10924369747899,0.0,5.777310924369748,207.25,142.0,False,Normal
78,2025-10-12,Ultra SB Users Qual 1,381.8,-31.3,-82,,2025-10-12,0.2080789483686624,High,0.9520833333333333,8.167534722222218,1,1.0,-1.4480874316939891,1,-1.3445378151260505,1.0,100,33.33333333333333,100,100.0,8.167534722222218,64.96684027777778,127.5,142.0,True,Implement Changes
86,2025-10-19,Ultra SB Users Qual 1,419.0,12.5,30,,2025-10-19,0.13074188660283684,Med-High,0.71875,0.0,0,0.0,-1.3658536585365852,1,-0.8739495798319328,0.8739495798319328,0,0.0,100,87.39495798319328,0.0,36.84873949579832,75.5,142.0,True,Monitor
94,2025-10-26,Ultra SB Users Qual 1,978.6,157.7,161,,2025-10-26,0.10221926144940825,Med-Low,0.48541666666666666,0.0,0,0.0,4.366666666666666,0,-0.3235294117647059,0.3235294117647059,0,0.0,0,32.35294117647059,0.0,8.088235294117647,73.0,142.0,True,Normal
102,2025-11-02,Ultra SB Users Qual 1,1353.7,183.9,136,,2025-11-02,0.12568346092075222,Med-High,0.6854166666666667,0.0,0,0.0,-0.15527950310559002,0,-0.42857142857142855,0.42857142857142855,0,0.0,0,42.857142857142854,0.0,10.714285714285714,61.25,142.0,True,Normal
110,2025-11-09,Ultra SB Users Qual 1,1349.2,217.3,161,,2025-11-09,0.11974632839262213,Med-High,0.5854166666666667,0.0,0,0.0,0.18382352941176472,0,-0.3235294117647059,0.3235294117647059,0,0.0,0,32.35294117647059,0.0,8.088235294117647,122.0,142.0,True,Normal
118,2025-11-16,Ultra SB Users Qual 1,1475.2,164.1,111,,2025-11-16,0.1803096301382568,High,0.8854166666666666,3.66753472222222,0,0.0,-0.31055900621118016,0,-0.39344262295081966,0.39344262295081966,0,0.0,0,39.34426229508197,3.66753472222222,10.569572518214937,142.25,142.0,False,Normal
124,2025-11-23,Ultra SB Users Qual 1,1190.0,103.9,87,,2025-11-23,0.16453235188057275,High,0.8520833333333333,2.0842013888888875,0,0.0,-0.21621621621621623,0,-0.5245901639344263,0.5245901639344263,0,0.0,0,52.459016393442624,2.0842013888888875,13.531594376138434,123.75,142.0,True,Normal
132,2025-11-30,Ultra SB Users Qual 1,1220.0,198.2,163,,2025-11-30,0.07060263901133174,Med-Low,0.28541666666666665,0.0,0,0.0,0.8735632183908046,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,130.5,142.0,True,Normal
140,2025-12-07,Ultra SB Users Qual 1,1640.0,261.2,159,,2025-12-07,0.05395725477550715,Low,0.18541666666666667,0.0,0,0.0,-0.024539877300613466,0,-0.024539877300613498,0.024539877300613498,0,0.0,0,2.4539877300613497,0.0,0.6134969325153374,130.0,142.0,True,Normal
148,2025-12-14,Ultra SB Users Qual 1,1260.0,195.0,155,,2025-12-14,0.10312133231479426,Med-High,0.51875,0.0,0,0.0,-0.02515723270440251,0,-0.049079754601226995,0.049079754601226995,0,0.0,0,4.9079754601226995,0.0,1.2269938650306749,141.0,142.0,True,Normal
156,2025-12-21,Ultra SB Users Qual 1,1550.0,85.9,56,,2025-12-21,0.13353524112466286,High,0.7854166666666667,0.25086805555555536,0,0.0,-0.6387096774193548,1,-0.656441717791411,0.656441717791411,0,0.0,100,65.6441717791411,0.25086805555555536,31.461216555896385,133.25,142.0,True,Monitor
164,2025-12-28,Ultra SB Users Qual 1,1110.0,209.9,189,,2025-12-28,0.04515618822067395,Low,0.052083333333333336,0.0,0,0.0,2.375,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,139.75,142.0,True,Normal
172,2026-01-04,Ultra SB Users Qual 1,1430.0,213.2,149,,2026-01-04,0.06157134959244902,Low,0.2520833333333333,0.0,0,0.0,-0.21164021164021163,0,-0.21164021164021163,0.21164021164021163,0,0.0,0,21.164021164021165,0.0,5.291005291005291,137.25,142.0,True,Normal
180,2026-01-11,Ultra SB Users Qual 1,1990.0,105.6,53,,2026-01-11,0.0725203710624446,Med-Low,0.35208333333333336,0.0,0,0.0,-0.6442953020134228,1,-0.7195767195767195,0.7195767195767195,0,0.0,100,71.95767195767195,0.0,32.98941798941799,111.75,142.0,True,Monitor
188,2026-01-18,Ultra SB Users Qual 1,1460.0,170.2,116,,2026-01-18,0.0495294057848957,Low,0.08541666666666667,0.0,0,0.0,1.1886792452830188,0,-0.3862433862433862,0.3862433862433862,0,0.0,0,38.62433862433862,0.0,9.656084656084655,126.75,142.0,True,Normal
198,2026-01-25,Ultra SB Users Qual 1,1400.0,124.0,89,,2026-01-25,0.22212190880040766,High,0.9854166666666667,11.084201388888895,0,0.0,-0.23275862068965514,0,-0.5291005291005291,0.5291005291005291,0,0.0,0,52.910052910052904,11.084201388888895,15.444353505291005,101.75,142.0,True,Normal
206,2026-02-01,Ultra SB Users Qual 1,1641.0,232.6,142,,2026-02-01,0.06126546435243693,Low,0.21875,0.0,0,0.0,0.595505617977528,0,-0.24867724867724866,0.24867724867724866,0,0.0,0,24.867724867724867,0.0,6.216931216931217,100.0,142.0,True,Normal
214,2026-02-08,Ultra SB Users Qual 1,892.0,87.8,98,,2026-02-08,0.20442884456306462,High,0.91875,5.695312499999997,0,0.0,-0.3098591549295775,0,-0.48148148148148145,0.48148148148148145,0,0.0,0,48.148148148148145,5.695312499999997,13.176099537037036,111.25,142.0,True,Normal
222,2026-02-15,Ultra SB Users Qual 1,1659.0,431.2,260,,2026-02-15,0.12302020049365062,Med-High,0.6520833333333333,0.0,0,0.0,1.6530612244897958,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,147.25,142.0,False,Normal
230,2026-02-22,Ultra SB Users Qual 1,1655.0,334.9,202,,2026-02-22,0.07067643705287521,Med-Low,0.31875,0.0,0,0.0,-0.22307692307692306,0,-0.2230769230769231,0.2230769230769231,0,0.0,0,22.30769230769231,0.0,5.5769230769230775,175.5,142.0,False,Normal
238,2026-03-01,Ultra SB Users Qual 1,1122.0,159.0,142,,2026-03-01,0.13198920424946017,Med-High,0.7520833333333333,0.0008680555555555494,0,0.0,-0.29702970297029707,0,-0.45384615384615384,0.45384615384615384,0,0.0,0,45.38461538461539,0.0008680555555555494,11.346327457264957,175.5,142.0,False,Normal
7,2025-08-10,Ultra SB Users Qual 2,154.5,37.3,241,,2025-08-10,0.12257981537870892,Med-High,0.61875,0.0,0,0.0,,0,,,0,0.0,0,,0.0,,,121.5,False,Monitor
15,2025-08-17,Ultra SB Users Qual 2,181.0,5.5,30,,2025-08-17,0.09254451136717295,Med-Low,0.45208333333333334,0.0,0,0.0,-0.8755186721991701,1,,,0,0.0,100,,0.0,,,121.5,False,Monitor
23,2025-08-24,Ultra SB Users Qual 2,150.7,18.6,123,,2025-08-24,0.13407696413924775,High,0.81875,0.0,0,0.0,3.0999999999999996,0,,,0,0.0,0,,0.0,,,121.5,False,Monitor
31,2025-08-31,Ultra SB Users Qual 2,159.0,15.6,98,,2025-08-31,0.0760143646578358,Med-Low,0.3854166666666667,0.0,0,0.0,-0.2032520325203252,0,-0.5933609958506224,0.5933609958506224,0,0.0,0,59.33609958506224,0.0,14.83402489626556,123.0,121.5,False,Normal
39,2025-09-07,Ultra SB Users Qual 2,176.9,36.5,206,,2025-09-07,0.11254485179518908,Med-High,0.5520833333333334,0.0,0,0.0,1.1020408163265305,0,-0.14522821576763487,0.14522821576763487,0,0.0,0,14.522821576763487,0.0,3.630705394190872,114.25,121.5,True,Normal
47,2025-09-14,Ultra SB Users Qual 2,148.4,7.7,52,,2025-09-14,0.052047756014870473,Low,0.15208333333333332,0.0,0,0.0,-0.7475728155339806,1,-0.7842323651452282,0.7842323651452282,0,0.0,100,78.42323651452283,0.0,34.60580912863071,119.75,121.5,True,Monitor
55,2025-09-21,Ultra SB Users Qual 2,137.2,29.6,216,,2025-09-21,0.051538102904751144,Low,0.11875,0.0,0,0.0,3.153846153846154,0,-0.1037344398340249,0.1037344398340249,0,0.0,0,10.37344398340249,0.0,2.5933609958506225,143.0,121.5,False,Normal
63,2025-09-28,Ultra SB Users Qual 2,157.8,9.5,60,,2025-09-28,0.08544714786911968,Med-Low,0.41875,0.0,0,0.0,-0.7222222222222222,1,-0.7510373443983402,0.7510373443983402,0,0.0,100,75.10373443983403,0.0,33.77593360995851,133.5,121.5,False,Monitor
71,2025-10-05,Ultra SB Users Qual 2,190.2,-12.1,-64,,2025-10-05,0.027786338240168466,Low,0.01875,0.0,1,1.0,-2.0666666666666664,1,-1.2962962962962963,1.0,100,33.33333333333333,100,100.0,0.0,63.33333333333333,66.0,121.5,True,Implement Changes
79,2025-10-12,Ultra SB Users Qual 2,104.4,25.8,247,,2025-10-12,0.2080789483686624,High,0.9520833333333333,0.0,0,0.0,-4.859375,1,0.0,0.0,0,0.0,100,0.0,0.0,15.0,114.75,121.5,True,Normal
87,2025-10-19,Ultra SB Users Qual 2,103.2,20.6,200,,2025-10-19,0.13074188660283684,Med-High,0.71875,0.0,0,0.0,-0.19028340080971662,0,-0.1902834008097166,0.1902834008097166,0,0.0,0,19.02834008097166,0.0,4.757085020242915,110.75,121.5,True,Normal
95,2025-10-26,Ultra SB Users Qual 2,260.5,8.6,33,,2025-10-26,0.10221926144940825,Med-Low,0.48541666666666666,0.0,0,0.0,-0.835,1,-0.8663967611336032,0.8663967611336032,0,0.0,100,86.63967611336032,0.0,36.659919028340084,104.0,121.5,True,Monitor
103,2025-11-02,Ultra SB Users Qual 2,208.0,36.3,175,,2025-11-02,0.12568346092075222,Med-High,0.6854166666666667,0.0,0,0.0,4.303030303030303,0,-0.291497975708502,0.291497975708502,0,0.0,0,29.1497975708502,0.0,7.28744939271255,163.75,121.5,False,Normal
111,2025-11-09,Ultra SB Users Qual 2,397.3,34.9,88,,2025-11-09,0.11974632839262213,Med-High,0.5854166666666667,0.0,0,0.0,-0.4971428571428571,0,-0.6437246963562753,0.6437246963562753,0,0.0,0,64.37246963562752,0.0,16.09311740890688,124.0,121.5,False,Normal
119,2025-11-16,Ultra SB Users Qual 2,396.1,70.7,178,,2025-11-16,0.1803096301382568,High,0.8854166666666666,0.0,0,0.0,1.022727272727273,0,-0.2793522267206478,0.2793522267206478,0,0.0,0,27.93522267206478,0.0,6.983805668016195,118.5,121.5,True,Normal
125,2025-11-23,Ultra SB Users Qual 2,299.0,55.8,187,,2025-11-23,0.16453235188057275,High,0.8520833333333333,0.0,0,0.0,0.050561797752809,0,-0.242914979757085,0.242914979757085,0,0.0,0,24.291497975708502,0.0,6.0728744939271255,157.0,121.5,False,Normal
133,2025-11-30,Ultra SB Users Qual 2,268.0,24.1,90,,2025-11-30,0.07060263901133174,Med-Low,0.28541666666666665,0.0,0,0.0,-0.518716577540107,1,-0.6356275303643725,0.6356275303643725,0,0.0,100,63.56275303643725,0.0,30.89068825910931,135.75,121.5,False,Monitor
141,2025-12-07,Ultra SB Users Qual 2,506.0,56.5,112,,2025-12-07,0.05395725477550715,Low,0.18541666666666667,0.0,0,0.0,0.24444444444444446,0,-0.44,0.44,0,0.0,0,44.0,0.0,11.0,141.75,121.5,False,Normal
149,2025-12-14,Ultra SB Users Qual 2,606.0,107.9,178,,2025-12-14,0.10312133231479426,Med-High,0.51875,0.0,0,0.0,0.5892857142857142,0,-0.0481283422459893,0.0481283422459893,0,0.0,0,4.81283422459893,0.0,1.2032085561497325,141.75,121.5,False,Normal
157,2025-12-21,Ultra SB Users Qual 2,587.0,112.9,192,,2025-12-21,0.13353524112466286,High,0.7854166666666667,0.0,0,0.0,0.0786516853932584,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,143.0,121.5,False,Normal
165,2025-12-28,Ultra SB Users Qual 2,320.0,-6.2,-19,,2025-12-28,0.04515618822067395,Low,0.052083333333333336,0.0,1,1.0,-1.0989583333333333,1,-1.0989583333333333,1.0,100,33.33333333333333,100,100.0,0.0,63.33333333333333,115.75,121.5,True,Implement Changes
173,2026-01-04,Ultra SB Users Qual 2,325.0,-6.1,-19,,2026-01-04,0.06157134959244902,Low,0.2520833333333333,0.0,1,2.0,0.0,0,-1.0989583333333333,1.0,100,66.66666666666666,0,100.0,0.0,56.666666666666664,83.0,121.5,True,Monitor
181,2026-01-11,Ultra SB Users Qual 2,446.0,19.5,44,,2026-01-11,0.0725203710624446,Med-Low,0.35208333333333336,0.0,0,0.0,-3.3157894736842106,1,-0.7708333333333334,0.7708333333333334,0,0.0,100,77.08333333333334,0.0,34.270833333333336,49.5,121.5,True,Monitor
189,2026-01-18,Ultra SB Users Qual 2,592.0,71.1,120,,2026-01-18,0.0495294057848957,Low,0.08541666666666667,0.0,0,0.0,1.727272727272727,0,-0.375,0.375,0,0.0,0,37.5,0.0,9.375,31.5,121.5,True,Normal
